dataset_id	species	tissue_or_scope	priority	status	accession	source_url	page_url	fetch_status	file_count	file_type_counts	matrix_file_count	candidate_files	recommended_action	download_ready	error
discovered_gse232237	Homo sapiens	public discovery candidate	A	ncbi_discovery_candidate	GSE232237	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE232237	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE232237	ok	1	mtx_archive:1	1	GSE232237_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse235021	Mus musculus	public discovery candidate	A	ncbi_discovery_candidate	GSE235021	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE235021	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE235021	ok	1	mtx_archive:1	1	GSE235021_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse235494	Arabidopsis thaliana	public discovery candidate	A	ncbi_discovery_candidate	GSE235494	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE235494	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE235494	ok	1	mtx_archive:1	1	GSE235494_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse235495	Arabidopsis thaliana	public discovery candidate	A	ncbi_discovery_candidate	GSE235495	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE235495	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE235495	ok	1	mtx_archive:1	1	GSE235495_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse235509	Arabidopsis thaliana	public discovery candidate	A	ncbi_discovery_candidate	GSE235509	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE235509	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE235509	ok	1	mtx_archive:1	1	GSE235509_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse235510	Arabidopsis thaliana	public discovery candidate	A	ncbi_discovery_candidate	GSE235510	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE235510	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE235510	ok	1	mtx_archive:1	1	GSE235510_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse253665	Bombyx mandarina; Bombyx mori	public discovery candidate	A	ncbi_discovery_candidate	GSE253665	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE253665	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE253665	ok	1	mtx_archive:1	1	GSE253665_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse253666	Bombyx mandarina; Bombyx mori	public discovery candidate	A	ncbi_discovery_candidate	GSE253666	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE253666	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE253666	ok	1	mtx_archive:1	1	GSE253666_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse253667	Helicoverpa armigera	public discovery candidate	A	ncbi_discovery_candidate	GSE253667	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE253667	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE253667	ok	1	mtx_archive:1	1	GSE253667_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse255880	Arabidopsis thaliana	public discovery candidate	A	ncbi_discovery_candidate	GSE255880	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE255880	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE255880	ok	1	mtx_archive:1	1	GSE255880_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse259425	Mus musculus	public discovery candidate	A	ncbi_discovery_candidate	GSE259425	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE259425	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE259425	ok	1	mtx_archive:1	1	GSE259425_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse259426	Mus musculus	public discovery candidate	A	ncbi_discovery_candidate	GSE259426	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE259426	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE259426	ok	2	metadata_table:1;mtx_archive:1	1	GSE259426_RAW.tar;GSE259426_counts_withMERVL.tsv.gz	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse266007	Zea mays	public discovery candidate	A	ncbi_discovery_candidate	GSE266007	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE266007	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE266007	ok	1	mtx_archive:1	1	GSE266007_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse267159	Populus trichocarpa	public discovery candidate	A	ncbi_discovery_candidate	GSE267159	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE267159	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE267159	ok	1	mtx_archive:1	1	GSE267159_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
brassicaceae_multi_species_root_atlas	Brassicaceae	roots across five species and abiotic-stress adaptation	A	download_candidate	GSE268881	https://www.nature.com/articles/s41467-026-73270-2	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE268881	ok	7	archive:6;mtx_archive:1	1	GSE268881_RAW.tar;GSE268881_integratedAth.RDS.tar.gz;GSE268881_integratedAthEsaSirSpa.RDS.tar.gz;GSE268881_integratedCsa.RDS.tar.gz;GSE268881_integratedEsa.RDS.tar.gz;GSE268881_integratedSir.RDS.tar.gz;GSE268881_integratedSpa.RDS.tar.gz	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse271725	Triticum aestivum	public discovery candidate	A	ncbi_discovery_candidate	GSE271725	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE271725	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE271725	ok	1	mtx_archive:1	1	GSE271725_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse273722	Camellia sinensis	public discovery candidate	A	ncbi_discovery_candidate	GSE273722	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273722	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273722	ok	1	mtx_archive:1	1	GSE273722_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse273875	Oryza sativa	public discovery candidate	A	ncbi_discovery_candidate	GSE273875	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273875	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273875	ok	1	seurat_rds:1	1	GSE273875_LTP_NIP_label_240622.rds.gz	download Seurat RDS; export with export_seurat_rds_to_mtx.R; build NPZ manifest	True	
discovered_gse275267	Arabidopsis thaliana	public discovery candidate	A	ncbi_discovery_candidate	GSE275267	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE275267	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE275267	ok	1	mtx_archive:1	1	GSE275267_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse275409	Zea mays	public discovery candidate	A	ncbi_discovery_candidate	GSE275409	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE275409	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE275409	ok	1	seurat_rds:1	1	GSE275409_maize_seedling_snRNA_seq_raw_counts.rds.gz	download Seurat RDS; export with export_seurat_rds_to_mtx.R; build NPZ manifest	True	
discovered_gse275693	Arabidopsis thaliana	public discovery candidate	A	ncbi_discovery_candidate	GSE275693	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE275693	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE275693	ok	1	mtx_archive:1	1	GSE275693_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse275698	Arabidopsis thaliana	public discovery candidate	A	ncbi_discovery_candidate	GSE275698	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE275698	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE275698	ok	1	mtx_archive:1	1	GSE275698_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse283835	Populus tremula x Populus alba	public discovery candidate	A	ncbi_discovery_candidate	GSE283835	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE283835	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE283835	ok	2	metadata_table:1;mtx_archive:1	1	GSE283835_Counts.csv.gz;GSE283835_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse303744	Arabidopsis thaliana; synthetic construct	public discovery candidate	A	ncbi_discovery_candidate	GSE303744	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE303744	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE303744	ok	1	mtx_archive:1	1	GSE303744_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
rice_node_reproductive_stage_atlas	Oryza sativa Japonica Group	node I at booting, flowering, and grain-filling stages	A	download_candidate	GSE308757	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE308757	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE308757	ok	1	mtx_archive:1	1	GSE308757_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
stevia_leaf_secondary_metabolism_snuc	Stevia rebaudiana	leaf secondary metabolism	A	download_candidate	GSE311951	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE311951	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE311951	ok	1	mtx_archive:1	1	GSE311951_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
tomato_salt_idioblast_atlas	Solanum lycopersicum	leaf salt-stress crystal idioblasts	A	download_candidate	GSE325371	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE325371	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE325371	ok	1	mtx_archive:1	1	GSE325371_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse49607	Cucumis sativus	public discovery candidate	A	ncbi_discovery_candidate	GSE49607	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE49607	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE49607	ok	1	mtx_archive:1	1	GSE49607_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
discovered_gse90142	Glycine max	public discovery candidate	A	ncbi_discovery_candidate	GSE90142	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE90142	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE90142	ok	1	mtx_archive:1	1	GSE90142_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
rice_root_tip_atlas	Oryza sativa	root tip	B	download_candidate	GSE146034	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE146034	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE146034	ok	1	mtx_archive:1	1	GSE146034_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
tomato_rice_root_tip_celltype_atlas	Solanum lycopersicum; Oryza sativa	root tip cell types	B	download_candidate	GSE149217	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE149217	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE149217	ok	5	metadata_table:4;mtx_archive:1	1	GSE149217_RAW.tar;GSE149217_Rice_ATLAS_raw_counts.csv.gz;GSE149217_Tomato_ATLAS_raw_counts.csv.gz;GSE149217_Tomato_DWL_raw_counts.csv.gz;GSE149217_Tomato_Field_raw_counts.csv.gz	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
cotton_glandular_terpenoid_atlas	Gossypium hirsutum	leaf glandular cells	B	download_candidate	GSE243419	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE243419	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE243419	ok	1	mtx_archive:1	1	GSE243419_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
arabidopsis_secondary_root_dev_atlas	Arabidopsis thaliana	secondary root	B	download_candidate	GSE270140	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE270140	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE270140	ok	1	mtx_archive:1	1	GSE270140_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
arabidopsis_lateral_root_founder_atlas	Arabidopsis thaliana	lateral root founder cells	B	download_candidate	GSE302041	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE302041	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE302041	ok	1	seurat_rds:1	1	GSE302041_LRFC.rds	download Seurat RDS; export with export_seurat_rds_to_mtx.R; build NPZ manifest	True	
marchantia_spore_asymmetry_single_cell	Marchantia polymorpha	spore asymmetry	C	download_candidate	GSE336751	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE336751	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE336751	ok	1	mtx_archive:1	1	GSE336751_RAW.tar	download MTX/10x archive; convert with geo_mtx_tar_to_npz.py or geo_10x_to_npz.py	True	
brassicaceae_regulatory_multiome	Brassicaceae	cell-type regulatory grammar	B	discovery_candidate	GSE332675	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE332675	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE332675	ok	16	h5ad:15;mtx_archive:1	16	GSE332675_RAW.tar;GSE332675_anndata_object.snATAC_Alyrata_flower_buds_combined.h5ad;GSE332675_anndata_object.snATAC_Alyrata_mature_leaf_combined.h5ad;GSE332675_anndata_object.snATAC_Alyrata_root_combined.h5ad;GSE332675_anndata_object.snATAC_Alyrata_shoot.h5ad;GSE332675_anndata_object.snATAC_Athaliana_flower_buds_combined.h5ad;GSE332675_anndata_object.snATAC_Athaliana_mature_leaf_combined.h5ad;GSE332675_anndata_object.snATAC_Athaliana_seedling_combined.h5ad;GSE332675_anndata_object.snATAC_Boleracea_flower_buds_combined.h5ad;GSE332675_anndata_object.snATAC_Boleracea_mature_leaf_combined.h5ad;GSE332675_anndata_object.snATAC_Boleracea_root_combined.h5ad;GSE332675_anndata_object.snATAC_Boleracea_shoot.h5ad	h5ad/MTX files appear ATAC-only; keep as regulatory evidence and do not add to expression corpus until an RNA layer is verified	False	
discovered_gse172277	Zea mays	public discovery candidate	A	ncbi_discovery_candidate	GSE172277	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE172277	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE172277	ok	0		0		no supplementary matrix files found on GEO page; keep as metadata-only or inspect SRA	False	
discovered_gse173087	Zea mays	public discovery candidate	A	ncbi_discovery_candidate	GSE173087	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE173087	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE173087	ok	2	metadata_table:2	0	GSE173087_Cell_name_annotation.csv.gz;GSE173087_Maize_cells_expression_matrix.csv.gz	supplementary files found but no obvious matrix; inspect manually before training use	False	
discovered_gse225118	Arabidopsis thaliana; Setaria viridis; Zea mays; Sorghum bicolor	public discovery candidate	A	ncbi_discovery_candidate	GSE225118	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE225118	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE225118	ok	2	metadata_table:2	0	GSE225118_Meta_data_Arabidopsis_Cells_Nuclei.csv.gz;GSE225118_Meta_data_Maize_Sorghum_Setaria_Cells_Nuclei.csv.gz	supplementary files found but no obvious matrix; inspect manually before training use	False	
discovered_gse234191	Arabidopsis thaliana	public discovery candidate	A	ncbi_discovery_candidate	GSE234191	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE234191	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE234191	ok	2	metadata_table:2	0	GSE234191_RNA-seq_TPM_normalized.tsv.gz;GSE234191_RNA-seq_raw_counts.tsv.gz	supplementary files found but no obvious matrix; inspect manually before training use	False	
discovered_gse245410	Oryza sativa	public discovery candidate	A	ncbi_discovery_candidate	GSE245410	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE245410	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE245410	ok	0		0		no supplementary matrix files found on GEO page; keep as metadata-only or inspect SRA	False	
discovered_gse245581	Gossypium hirsutum	public discovery candidate	A	ncbi_discovery_candidate	GSE245581	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE245581	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE245581	ok	0		0		no supplementary matrix files found on GEO page; keep as metadata-only or inspect SRA	False	
discovered_gse247571	Zea mays	public discovery candidate	A	ncbi_discovery_candidate	GSE247571	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE247571	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE247571	ok	0		0		no supplementary matrix files found on GEO page; keep as metadata-only or inspect SRA	False	
discovered_gse248470	Gossypium hirsutum	public discovery candidate	A	ncbi_discovery_candidate	GSE248470	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE248470	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE248470	ok	0		0		no supplementary matrix files found on GEO page; keep as metadata-only or inspect SRA	False	
discovered_gse269623	Arabidopsis thaliana	public discovery candidate	A	ncbi_discovery_candidate	GSE269623	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE269623	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE269623	ok	2	metadata_table:2	0	GSE269623_rawCounts.tsv.gz;GSE269623_tpmCounts.tsv.gz	supplementary files found but no obvious matrix; inspect manually before training use	False	
discovered_gse269849	Arabidopsis thaliana	public discovery candidate	A	ncbi_discovery_candidate	GSE269849	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE269849	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE269849	ok	0		0		no supplementary matrix files found on GEO page; keep as metadata-only or inspect SRA	False	
discovered_gse273926	Arabidopsis thaliana	public discovery candidate	A	ncbi_discovery_candidate	GSE273926	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273926	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273926	ok	0		0		no supplementary matrix files found on GEO page; keep as metadata-only or inspect SRA	False	
discovered_gse275410	Zea mays	public discovery candidate	A	ncbi_discovery_candidate	GSE275410	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE275410	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE275410	ok	0		0		no supplementary matrix files found on GEO page; keep as metadata-only or inspect SRA	False	
discovered_gse289042	Arabidopsis thaliana	public discovery candidate	A	ncbi_discovery_candidate	GSE289042	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE289042	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE289042	ok	0		0		no supplementary matrix files found on GEO page; keep as metadata-only or inspect SRA	False	
discovered_gse290214	Arabidopsis thaliana	public discovery candidate	A	ncbi_discovery_candidate	GSE290214	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE290214	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE290214	ok	0		0		no supplementary matrix files found on GEO page; keep as metadata-only or inspect SRA	False	
discovered_gse295131	Populus trichocarpa	public discovery candidate	A	ncbi_discovery_candidate	GSE295131	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE295131	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE295131	ok	0		0		no supplementary matrix files found on GEO page; keep as metadata-only or inspect SRA	False	
maize_root_ground_tissue_atlas	Zea mays	root tissues	B	download_candidate	GSE172280	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE172280	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE172280	ok	1	metadata_table:1	0	GSE172280_Maize_roottissues_Normalized.csv.gz	supplementary files found but no obvious matrix; inspect manually before training use	False	
