source_gene	target_gene	orthogroup_id	source_species	target_species	mapping_evidence
SbiRTX430.02G310700	AT5G61530	OG0011371	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G310800	AT3G60400	OG0011668	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G311300	AT3G16250	OG0011060	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G311700	AT3G09430	OG0010676	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G311800	AT3G16940	OG0004785	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G311800	AT4G16150	OG0004785	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G311900	AT5G51220	OG0013031	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G312000	AT3G60370	OG0011676	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G312100	AT4G38050	OG0012556	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G312400	AT1G02090	OG0007598	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G312500	AT1G02120	OG0006790	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G312600	AT2G29720	OG0006446	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G312600	AT2G35660	OG0006446	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G312700	AT4G09320	OG0005615	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G313600	AT1G30870	OG0006799	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G313700	AT2G14530	OG0012717	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G313900	AT4G20140	OG0005371	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G313900	AT5G44700	OG0005371	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G314000	AT4G20150	OG0010716	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G314100	AT3G12720	OG0004298	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G314200	AT5G49570	OG0010674	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G314400	AT5G44800	OG0011383	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G314500	AT3G12940	OG0012759	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G314700	AT2G36170	OG0000665	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G314700	AT3G52590	OG0000665	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G314800	AT2G35150	OG0013427	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G315100	AT2G13560	OG0011029	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G315200	AT2G22290	OG0000600	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G315200	AT2G44610	OG0000600	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G315200	AT4G39890	OG0000600	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G315200	AT5G10260	OG0000600	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G315200	AT5G64990	OG0000600	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G315300	AT5G47010	OG0007105	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G315400	AT5G47030	OG0004880	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G315500	AT2G44680	OG0000717	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G315500	AT3G60250	OG0000717	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G315500	AT4G17640	OG0000717	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G315500	AT5G47080	OG0000717	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G315600	AT4G17050	OG0010792	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G315700	AT2G15980	OG0013155	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G315800	AT5G51150	OG0009476	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G315900	AT4G25120	OG0012457	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G316500	AT1G28340	OG0007738	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G316600	AT2G20650	OG0004770	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G316600	AT4G28370	OG0004770	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G316700	AT3G23550	OG0000870	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G316700	AT3G23560	OG0000870	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G316800	AT3G16520	OG0000580	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G317000	AT3G16520	OG0000580	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G317100	AT3G16520	OG0000580	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G317200	AT3G16520	OG0000580	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G317300	AT3G16520	OG0000580	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G317800	AT1G11200	OG0003371	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G317800	AT4G21570	OG0003371	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G318200	AT3G05270	OG0004309	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G318300	AT1G29320	OG0008970	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G318400	AT3G15260	OG0009301	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G318500	AT1G03780	OG0003327	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G318600	AT1G53165	OG0005896	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G318600	AT3G15220	OG0005896	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G318700	AT5G46550	OG0008151	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G318800	AT5G13010	OG0007417	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G318900	AT3G14750	OG0012624	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G319000	AT4G18060	OG0009116	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G319100	AT2G20635	OG0012769	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G319600	AT4G33530	OG0004592	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G319600	AT5G09400	OG0004592	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G319800	AT5G66360	OG0011257	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G319900	AT1G19740	OG0002833	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G319900	AT1G75460	OG0002833	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G320000	AT1G62180	OG0002163	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G320000	AT4G04610	OG0002163	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G320000	AT4G21990	OG0002163	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G320200	AT1G11820	OG0008867	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G320500	AT1G21850	OG0000305	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G320500	AT1G21860	OG0000305	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G320500	AT1G41830	OG0000305	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G320500	AT1G76160	OG0000305	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G320500	AT4G22010	OG0000305	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G320500	AT4G28090	OG0000305	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G320500	AT4G38420	OG0000305	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G320600	AT5G55060	OG0008014	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G320900	AT1G02670	OG0002706	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G320900	AT1G05120	OG0002706	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G321100	AT2G37070	OG0005025	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G321100	AT3G53320	OG0005025	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G321200	AT1G11740	OG0004208	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G321200	AT1G62050	OG0004208	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G321300	AT3G02700	OG0004101	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G321300	AT5G16360	OG0004101	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G321400	AT1G02300	OG0001982	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G321400	AT1G02305	OG0001982	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G321400	AT4G01610	OG0001982	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G321800	AT2G37650	OG0000199	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G321800	AT3G46600	OG0000199	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G321800	AT5G59450	OG0000199	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G322000	AT4G04640	OG0005744	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G322100	AT2G32415	OG0009932	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G322200	AT2G05710	OG0000869	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G322200	AT4G26970	OG0000869	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G322200	AT4G35830	OG0000869	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G322200	AT5G54950	OG0000869	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G322400	AT1G05670	OG0010575	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G322500	AT4G04670	OG0010117	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G322600	AT1G50700	OG0000370	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G322600	AT1G61950	OG0000370	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G322600	AT1G76040	OG0000370	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G322600	AT3G20410	OG0000370	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G322600	AT4G04710	OG0000370	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G322600	AT4G04720	OG0000370	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G322600	AT4G04740	OG0000370	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G322600	AT4G21940	OG0000370	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G322900	AT3G20390	OG0009360	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G323000	AT5G57700	OG0009498	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G323100	AT5G57700	OG0009498	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G323300	AT1G11700	OG0002217	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G323300	AT1G61930	OG0002217	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G323300	AT4G21930	OG0002217	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G323400	AT3G20340	OG0000936	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G323400	AT4G21920	OG0000936	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G323500	AT3G20340	OG0000936	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G323500	AT4G21920	OG0000936	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G323700	AT1G11655	OG0002179	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G323700	AT4G04745	OG0002179	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G323700	AT4G21902	OG0002179	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G323800	AT1G11655	OG0002179	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G323800	AT4G04745	OG0002179	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G323800	AT4G21902	OG0002179	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G323900	AT1G11650	OG0000867	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G323900	AT4G27000	OG0000867	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G323900	AT5G54900	OG0000867	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G324000	AT5G54910	OG0011283	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G324200	AT4G21870	OG0010821	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G324300	AT3G16730	OG0007922	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G324400	AT4G21820	OG0012513	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G325500	AT1G09710	OG0003733	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G325500	AT1G58220	OG0003733	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G325600	AT4G27060	OG0010778	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G325700	AT5G54850	OG0007090	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G325800	AT1G50900	OG0007769	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G325900	AT1G61850	OG0009401	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G326200	AT1G66950	OG0001274	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G326200	AT2G36380	OG0001274	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G326300	AT1G05200	OG0001933	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G326300	AT2G32390	OG0001933	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G326400	AT3G21700	OG0001868	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G326400	AT5G54840	OG0001868	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G326500	AT1G61800	OG0001294	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G326500	AT5G54800	OG0001294	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G326800	AT3G21710	OG0003060	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G326900	AT1G50950	OG0002996	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G326900	AT3G20560	OG0002996	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G326900	AT4G27080	OG0002996	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G327200	AT3G23760	OG0001323	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G327200	AT4G14100	OG0001323	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G327500	AT4G27100	OG0002746	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G327500	AT5G54780	OG0002746	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G327700	AT1G03670	OG0000134	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G327700	AT4G03440	OG0000134	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G327700	AT4G03450	OG0000134	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G327700	AT4G03460	OG0000134	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G327700	AT4G03470	OG0000134	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G327700	AT4G03480	OG0000134	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G327700	AT4G03490	OG0000134	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G327700	AT4G03495	OG0000134	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G327700	AT4G03500	OG0000134	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G327700	AT4G05040	OG0000134	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G327700	AT4G14390	OG0000134	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G327700	AT4G14400	OG0000134	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G328300	AT3G21570	OG0006921	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G328400	AT3G21720	OG0009265	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G328500	AT1G11545	OG0005994	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G328700	AT5G15170	OG0012017	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G328900	AT3G01200	OG0004231	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G328900	AT4G21210	OG0004231	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G329000	AT3G01200	OG0004231	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G329000	AT4G21210	OG0004231	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G329100	AT3G01200	OG0004231	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G329100	AT4G21210	OG0004231	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G329200	AT4G21215	OG0005372	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G329500	AT1G61760	OG0005129	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G329500	AT4G05220	OG0005129	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G329600	AT5G60620	OG0008165	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G329700	AT3G01160	OG0012750	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G329900	AT1G03670	OG0000134	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G329900	AT4G03440	OG0000134	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G329900	AT4G03450	OG0000134	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G329900	AT4G03460	OG0000134	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G329900	AT4G03470	OG0000134	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G329900	AT4G03480	OG0000134	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G329900	AT4G03490	OG0000134	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G329900	AT4G03495	OG0000134	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G329900	AT4G03500	OG0000134	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G329900	AT4G05040	OG0000134	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G329900	AT4G14390	OG0000134	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G329900	AT4G14400	OG0000134	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G330700	AT4G21366	OG0004570	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G331400	AT2G21980	OG0005680	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.02G331400	AT2G41350	OG0005680	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
